1666971493655,'stimulus_0','ET',614.4423160191368,229.46664213564685,550.3193345521902,623.3410154880191,94.41579137260831,133.41303316271052,9,9,-1,-1,0,-1
1666971493695,'stimulus_0','ET',666.0150159435608,293.32637230929873,609.743828125628,673.6050831376076,173.45565593435367,214.2849829092258,11,11,-1,-1,0,-1
1666971493737,'stimulus_0','ET',614.8053724713928,337.71059209577095,629.7237804045192,697.7726586959727,200.5659296929954,259.1926556056323,11,11,-1,-1,0,-1
1666971493777,'stimulus_0','ET',586.8128143213878,393.60623306939493,591.0004376008618,648.056804783696,239.71107754872315,289.1773775375105,11,11,-1,-1,0,-1
1666971493817,'stimulus_0','ET',565.9177382623025,412.23387087766326,580.8361461954288,629.7789932742819,266.71396191593954,329.7900375630176,11,11,-1,-1,0,-1
1666971493859,'stimulus_0','ET',579.491748527655,357.5391688920464,582.6324659872605,604.0940352945652,258.8682953694388,322.20609747148404,11,11,-1,-1,0,-1
1666971493899,'stimulus_0','ET',544.8797246839399,383.09762446881496,568.6968320859487,629.6790960932897,223.96793984880057,289.6612800455499,11,11,-1,-1,0,-1
1666971493945,'stimulus_0','ET',543.5230677798361,335.68928439470926,540.6440767751976,599.0090762328673,240.9443076966086,295.12168387480426,11,11,-1,-1,0,-1
1666971493985,'stimulus_0','ET',527.7483637840317,316.20215074970986,552.8741034608761,577.4763902277862,199.99560474430464,243.1804698138809,12,12,-1,-1,0,-1
1666971494025,'stimulus_0','ET',518.1589829879373,300.19056084444077,547.4723459442557,564.222839062152,179.79639155956144,239.2082968370997,11,11,-1,-1,0,-1
1666971494066,'stimulus_0','ET',537.2457413165971,356.2927885003894,539.8630058662684,561.3245751735731,174.6546287532019,167.3262880141223,11,11,-1,-1,0,-1
1666971494109,'stimulus_0','ET',518.1575668098071,354.82850123328444,545.6388445813556,584.3743599164907,231.55534094376674,269.24395045903333,12,12,-1,-1,0,-1
1666971494152,'stimulus_0','ET',550.9327249487026,400.4926100300628,531.8266937361021,588.3596080090019,228.01487620672486,209.6940243590258,11,11,-1,-1,0,-1
1666971494192,'stimulus_0','ET',566.2629318992279,441.55894473415736,552.9148826959043,618.0847699827194,273.26883419029343,285.56997757374853,12,12,-1,-1,0,-1
1666971494235,'stimulus_0','ET',622.6180252644086,430.1036632844389,593.8281152180244,595.3984739478273,270.97397866442446,276.9936871286684,11,11,-1,-1,0,-1
1666971494277,'stimulus_0','ET',635.8339009497369,453.0353616270064,619.6068607417749,665.6707168159895,288.9328743626166,299.66365901626887,12,12,-1,-1,0,-1
1666971494316,'stimulus_0','ET',648.3492860173154,440.99072145319195,621.129734700734,673.7367521491269,288.14247175238864,289.9745569371586,12,12,-1,-1,0,-1
1666971494357,'stimulus_0','ET',673.5562404493365,418.8950973077462,653.4033034168675,671.7241552645665,290.64913437385303,311.0637978612891,11,11,-1,-1,0,-1
1666971494399,'stimulus_0','ET',763.165929648591,476.34785134291076,687.788710618058,724.1686878584889,309.1046466189154,328.47240428648297,12,12,-1,-1,0,-1
1666971494443,'stimulus_0','ET',764.632824832582,473.17442289384513,752.8551343590611,794.2079142438675,337.3383927659052,371.8862848215663,12,12,-1,-1,0,-1
1666971494482,'stimulus_0','ET',816.284655972736,491.62889690619795,762.8924591594416,797.1786247601356,334.59302392592065,342.18309111996734,12,12,-1,-1,0,-1
1666971494524,'stimulus_0','ET',786.4033254552385,521.9228402600876,786.4033254552385,839.2720693585985,351.53891807648665,385.8250836771806,11,11,-1,-1,0,-1
1666971494579,'stimulus_0','ET',766.5192035692133,533.0832617858789,768.3512887539832,810.2275215487239,393.5830612883992,410.33355440629543,12,12,-1,-1,0,-1
1666971494619,'stimulus_0','ET',848.4615314945659,519.5407704796603,757.6424516209721,767.326330454756,388.4158165411287,427.4130583312309,12,12,-1,-1,0,-1
1666971494658,'stimulus_0','ET',872.0708860568068,460.44529158683304,811.0886220494658,833.5970971766388,373.028655627812,411.2407180530128,12,12,-1,-1,0,-1
1666971494700,'stimulus_0','ET',893.3209418835775,406.2708056201764,833.647310151072,896.9851122531172,315.97517865651696,345.8119945227696,0,0,-1,-1,1,-1
1666971494741,'stimulus_0','ET',943.1638418003823,443.0250546640578,848.6805915572488,879.56431324337,304.8334864414137,315.04081818513174,0,0,-1,-1,1,-1
1666971494785,'stimulus_0','ET',930.7011454064309,470.03691199471166,902.4346882699809,934.3653157759707,331.8453437720676,368.7487739224328,0,0,-1,-1,1,-1
1666971494825,'stimulus_0','ET',932.8560403606541,486.4226276730018,895.952610210289,935.2115784553582,356.60630600930585,362.88774092851696,11,11,-1,-1,0,-1
1666971494868,'stimulus_0','ET',931.8682657987684,502.7056126515245,884.7575039046852,919.5671224153134,373.1510174427957,393.82740738519885,12,12,-1,-1,0,-1
1666971494907,'stimulus_0','ET',963.5915686506465,493.7997259143802,893.7106051744231,947.1028019877174,385.9684264679231,363.72167779571714,12,12,-1,-1,0,-1
1666971494951,'stimulus_0','ET',975.0194921679167,509.08383390485153,924.5062863592608,939.1629678374201,383.9785884305639,394.9710995391833,12,12,-1,-1,0,-1
1666971494991,'stimulus_0','ET',1002.6730985067048,489.7020004867009,923.6317091066319,972.574556185485,390.507674054159,353.865970358761,0,0,-1,-1,1,-1
1666971495033,'stimulus_0','ET',994.2320691959173,500.0720330887939,947.6447602117684,987.1654549118049,362.66564423105126,408.7295003052659,0,0,-1,-1,1,-1
1666971495075,'stimulus_0','ET',1002.5542613819497,503.96522080705995,925.0832307116794,1000.9839026521469,377.0278901480024,339.0775541777688,0,0,-1,-1,1,-1
1666971495117,'stimulus_0','ET',1009.6125752028452,495.14241275118974,919.5786746941528,1010.6594810227136,384.69384875506137,352.76322124907165,0,0,-1,-1,1,-1
1666971495159,'stimulus_0','ET',1011.246506908318,490.1545830783331,954.9753190903853,1029.0439058460827,372.6394047980922,354.58027940536033,11,11,-1,-1,0,-1
1666971495206,'stimulus_0','ET',942.6816967860996,494.38964820576757,908.6572576403728,989.7924586801828,353.05736252351795,355.93635352815636,12,12,-1,-1,0,-1
1666971495254,'stimulus_0','ET',894.451115542078,491.9170990481375,852.5748827473374,891.3103980824725,341.4243874420384,323.36526204930647,11,11,-1,-1,0,-1
1666971495295,'stimulus_0','ET',864.3250693736502,454.88901600587025,812.5032312901586,871.6534101127297,347.5811694693474,339.72937582033353,12,12,-1,-1,0,-1
1666971495338,'stimulus_0','ET',831.0163214416517,464.4464890965525,792.2808061065166,866.349392862214,313.69205103548626,344.3140462666404,7,7,-1,-1,0,-1
1666971495378,'stimulus_0','ET',802.4367199650239,442.52742423374593,754.5407787060393,861.325172332628,326.5826046833078,328.6764163230448,13,13,-1,-1,0,-1
1666971495417,'stimulus_0','ET',767.512640620779,381.8240068394175,712.550085077682,782.6927750088726,287.0790301413169,354.342729067869,13,13,-1,-1,0,-1
1666971495454,'stimulus_0','ET',717.480387797444,347.3608672484364,666.705455533821,775.8453872551138,219.6383572244775,247.11963499602604,13,13,-1,-1,0,-1
1666971495492,'stimulus_0','ET',693.6437999304801,359.9501192865212,655.6934639602464,734.9965798152864,208.41050186055355,236.67695899700345,13,13,-1,-1,0,-1
1666971495530,'stimulus_0','ET',636.5789336254563,344.5708705587581,593.39406855588,680.5489780599339,221.82116317917462,232.5519478328269,7,7,-1,-1,0,-1
1666971495567,'stimulus_0','ET',571.1507640213401,354.1165627014412,563.5606968272934,659.0908528902954,208.59665373971748,246.54698970995116,14,14,-1,-1,0,-1
1666971495609,'stimulus_0','ET',522.7242070096847,368.66860578359166,514.6106869057038,595.4841614905466,219.7462529072953,249.58306877354798,14,14,-1,-1,0,-1
1666971495651,'stimulus_0','ET',513.18039900756,375.8387547616418,485.9608476909786,574.9478423798025,229.01021352508243,252.8273209270912,13,13,-1,-1,0,-1
1666971495691,'stimulus_0','ET',516.2456830385988,380.51129547628375,491.64339627168874,558.1219158333395,240.7493685238369,255.4060500019961,14,14,-1,-1,0,-1
1666971495733,'stimulus_0','ET',513.8649495101164,409.27203601825545,502.3489854915627,570.1361373280491,230.51286727570644,254.06824822274803,14,14,-1,-1,0,-1
1666971495776,'stimulus_0','ET',514.6252707029984,402.8764596368015,484.0032754718443,544.7238130242182,257.61827713004493,281.17365807708654,9,9,-1,-1,0,-1
